HGNCID	Status	ApprovedSymbol	ApprovedName	PreviousSymbols	AliasSymbol	EnsemblGeneID	UCSCGeneID	RefSeqAccession	UniProtAccession
HGNC:42975	Approved	ZHX1-C8orf76	ZHX1-C8orf76 readthrough			ENSG00000259305	uc064pxh.1	NM_001204180	Q96EF9
HGNC:18513	Approved	ZHX2	zinc fingers and homeoboxes 2		KIAA0854	ENSG00000178764	uc003ypk.2	NM_014943	Q9Y6X8
HGNC:15935	Approved	ZHX3	zinc fingers and homeoboxes 3	TIX1	KIAA0395	ENSG00000174306	uc002xju.2	NM_015035	Q9H4I2
HGNC:12872	Approved	ZIC1	Zic family member 1		ZIC|ZNF201	ENSG00000152977	uc003ewe.4	NM_003412	Q15915
HGNC:12873	Approved	ZIC2	Zic family member 2		HPE5	ENSG00000043355	uc001von.4	NM_007129	O95409
HGNC:12874	Approved	ZIC3	Zic family member 3	HTX1	HTX|ZNF203	ENSG00000156925	uc004fak.4	NM_003413	O60481
HGNC:20393	Approved	ZIC4	Zic family member 4			ENSG00000174963	uc003ewd.3	NM_001168378	Q8N9L1
HGNC:40920	Approved	ZIC4-AS1	ZIC4 antisense RNA 1			ENSG00000241202	uc062ott.1		
HGNC:20322	Approved	ZIC5	Zic family member 5			ENSG00000139800	uc001vom.2	NM_033132	Q96T25
HGNC:33104	Approved	ZIK1	zinc finger protein interacting with K protein 1		ZNF762	ENSG00000171649	uc002qpg.4	NM_001010879	Q3SY52
HGNC:38031	Approved	ZIK1P1	zinc finger protein interacting with K protein 1 pseudogene 1			ENSG00000237426		NG_023003	
HGNC:12875	Approved	ZIM2	zinc finger imprinted 2		ZNF656	ENSG00000269699	uc010etp.4	NM_001146326	Q9NZV7
HGNC:51304	Approved	ZIM2-AS1	ZIM2 antisense RNA 1		ZIM2as	ENSG00000269793		NR_110744	
HGNC:16366	Approved	ZIM3	zinc finger imprinted 3		ZNF657	ENSG00000141946	uc002qnz.1	NM_052882	Q96PE6
HGNC:13101	Approved	ZKSCAN1	zinc finger with KRAB and SCAN domains 1	ZNF139|ZNF36	KOX18|PHZ-37|ZSCAN33	ENSG00000106261	uc003usk.3	NM_003439	P17029
HGNC:25677	Approved	ZKSCAN2	zinc finger with KRAB and SCAN domains 2	ZNF694	FLJ23199|ZSCAN34	ENSG00000155592	uc002dod.5	NM_001012981	Q63HK3
HGNC:13853	Approved	ZKSCAN3	zinc finger with KRAB and SCAN domains 3	ZNF306|ZNF309	Zfp47|ZF47|ZSCAN35	ENSG00000189298	uc003nle.4	NM_024493	Q9BRR0
HGNC:13854	Approved	ZKSCAN4	zinc finger with KRAB and SCAN domains 4	ZNF307|ZNF427	p373c6.1|P1P373C6|FLJ32136|ZSCAN36	ENSG00000187626	uc003nks.2	NM_019110	Q969J2
HGNC:12867	Approved	ZKSCAN5	zinc finger with KRAB and SCAN domains 5	ZFP95	ZNF914|ZSCAN37	ENSG00000196652	uc003uqv.4	NM_014569	Q9Y2L8
HGNC:12955	Approved	ZKSCAN7	zinc finger with KRAB and SCAN domains 7	ZNF64|ZNF448|ZNF167	FLJ12738|ZSCAN39	ENSG00000196345	uc003cnj.5	NM_018651	Q9P0L1
HGNC:49867	Approved	ZKSCAN7P1	zinc finger with KRAB and SCAN domains 7 pseudogene 1			ENSG00000256138		NG_024067	
HGNC:12983	Approved	ZKSCAN8	zinc finger with KRAB and SCAN domains 8	ZNF192	LD5-1|ZSCAN40	ENSG00000198315	uc003nkn.3	NM_001278119	Q15776
HGNC:29377	Approved	ZMAT1	zinc finger matrin-type 1		KIAA1789	ENSG00000166432	uc011mrl.3	NM_001011657	Q5H9K5
HGNC:26433	Approved	ZMAT2	zinc finger matrin-type 2		FLJ31121|hSNU23|Snu23	ENSG00000146007	uc003lgy.2	NM_144723	Q96NC0
HGNC:29983	Approved	ZMAT3	zinc finger matrin-type 3		WIG1|MGC10613|FLJ12296|WIG-1|PAG608	ENSG00000172667	uc003fjg.5	NM_152240	Q9HA38
HGNC:25844	Approved	ZMAT4	zinc finger matrin-type 4		FLJ13842	ENSG00000165061	uc003xnr.5	NM_024645	Q9H898
HGNC:28046	Approved	ZMAT5	zinc finger matrin-type 5	ZC3H19	SNRNP20	ENSG00000100319	uc003agn.4	NM_019103	Q9UDW3
HGNC:16493	Approved	ZMIZ1	zinc finger MIZ-type containing 1	RAI17	RP11-519K18.1|KIAA1224|FLJ13541|hZIMP10|Zimp10|MIZ	ENSG00000108175	uc001kaf.3	NM_020338	Q9ULJ6
HGNC:27433	Approved	ZMIZ1-AS1	ZMIZ1 antisense RNA 1			ENSG00000224596	uc001jzz.4	NR_024431	
HGNC:22229	Approved	ZMIZ2	zinc finger MIZ-type containing 2		KIAA1886|hZIMP7|ZIMP7|DKFZp761I2123|NET27	ENSG00000122515	uc003tlr.4	NM_031449	Q8NF64
HGNC:12877	Approved	ZMPSTE24	zinc metallopeptidase STE24		FACE-1|Ste24p|STE24|HGPS|PRO1	ENSG00000084073	uc001cfg.5	NM_005857	O75844
HGNC:26253	Approved	ZMYM1	zinc finger MYM-type containing 1		FLJ23151|MYM	ENSG00000197056	uc031txc.2	NM_024772	Q5SVZ6
HGNC:12989	Approved	ZMYM2	zinc finger MYM-type containing 2	ZNF198	RAMP|FIM|MYM	ENSG00000121741	uc031zxu.1	NM_003453	Q9UBW7
HGNC:39936	Entry Withdrawn	ZMYM2-IT1	entry withdrawn						
HGNC:13054	Approved	ZMYM3	zinc finger MYM-type containing 3	ZNF261	ZNF198L2|DXS6673E|KIAA0385|MYM	ENSG00000147130	uc004dzh.3	NM_201599	Q14202
HGNC:13055	Approved	ZMYM4	zinc finger MYM-type containing 4	ZNF262	KIAA0425|ZNF198L3|MYM	ENSG00000146463	uc001byt.3	NM_005095	Q5VZL5
HGNC:40624	Approved	ZMYM4-AS1	ZMYM4 antisense RNA 1			ENSG00000227409	uc057eru.1		
HGNC:13029	Approved	ZMYM5	zinc finger MYM-type containing 5	ZNF237	ZNF198L1|MYM	ENSG00000132950	uc010tcn.1	NM_014242	Q9UJ78
HGNC:39911	Entry Withdrawn	ZMYM5-AS1	entry withdrawn						
HGNC:13050	Approved	ZMYM6	zinc finger MYM-type containing 6	ZNF258	ZNF198L4|MYM|Buster2|ZBED7	ENSG00000163867	uc001byh.4	NM_007167	O95789
HGNC:9397	Approved	ZMYND8	zinc finger MYND-type containing 8	PRKCBP1	RACK7	ENSG00000101040	uc061xnt.1	NM_183047	Q9ULU4
HGNC:19412	Approved	ZMYND10	zinc finger MYND-type containing 10		BLU|CILD22	ENSG00000004838	uc003dag.2	NM_015896	O75800
HGNC:40890	Approved	ZMYND10-AS1	ZMYND10 antisense RNA 1			ENSG00000235058	uc062kef.1		
HGNC:16966	Approved	ZMYND11	zinc finger MYND-type containing 11		BS69	ENSG00000015171	uc010pzu.3	NM_006624	Q15326
HGNC:21192	Approved	ZMYND12	zinc finger MYND-type containing 12		DKFZp434N2435	ENSG00000066185	uc001chj.4	NM_032257	Q9H0C1
HGNC:20997	Approved	ZMYND15	zinc finger MYND-type containing 15		DKFZp434N127	ENSG00000141497	uc002fyv.4	NM_032265	Q9H091
HGNC:21146	Approved	ZMYND19	zinc finger MYND-type containing 19		MIZIP	ENSG00000165724	uc004cno.2	NM_138462	Q96E35
HGNC:44540	Approved	ZMYND19P1	zinc finger MYND-type containing 19 pseudogene 1			ENSG00000258917		NG_027392	
HGNC:12878	Entry Withdrawn	ZNF1	entry withdrawn						
HGNC:12991	Approved	ZNF2	zinc finger protein 2		A1-5|ZNF661|Zfp661	ENSG00000275111	uc032nuy.2	NM_021088	Q9BSG1
HGNC:13089	Approved	ZNF3	zinc finger protein 3		A8-51|KOX25|PP838|FLJ20216|HF.12|Zfp113	ENSG00000166526	uc031syk.2	NM_017715	P17036
HGNC:13139	Approved	ZNF7	zinc finger protein 7		KOX4|HF.16	ENSG00000147789	uc003zeh.4	NM_003416	P17097
HGNC:13154	Approved	ZNF8	zinc finger protein 8		HF.18|Zfp128	ENSG00000278129	uc002qry.2	NM_021089	P17098
HGNC:12879	Approved	ZNF10	zinc finger protein 10		KOX1	ENSG00000256223	uc001ulq.4	NM_015394	P21506
HGNC:12902	Approved	ZNF12	zinc finger protein 12	ZNF325	KOX3|GIOT-3	ENSG00000164631	uc003sqt.3	NM_016265	P17014
HGNC:12924	Approved	ZNF14	zinc finger protein 14		KOX6|GIOT-4	ENSG00000105708	uc002nnk.2	NM_021030	P17017
HGNC:12946	Entry Withdrawn	ZNF15L2	entry withdrawn						
HGNC:12947	Approved	ZNF16	zinc finger protein 16		KOX9	ENSG00000170631	uc003zet.3	NM_006958	P17020
HGNC:12958	Approved	ZNF17	zinc finger protein 17		HPF3|KOX10|KIAA1947|FLJ40864|FLJ46058|FLJ46615	ENSG00000186272	uc002qoo.2	NM_006959	P17021
HGNC:12969	Approved	ZNF18	zinc finger protein 18		ZKSCAN6|KOX11|HDSG1|Zfp535|ZNF535|ZSCAN38	ENSG00000154957	uc002gnh.2	XM_085596	P17022
HGNC:12981	Approved	ZNF19	zinc finger protein 19		KOX12|MGC51021	ENSG00000157429	uc002fam.2	NM_006961	P17023
HGNC:12992	Approved	ZNF20	zinc finger protein 20		KOX13	ENSG00000132010	uc002mtf.3	NM_021143	P17024
HGNC:13012	Approved	ZNF22	zinc finger protein 22		KOX15|HKR-T1|ZNF422|Zfp422	ENSG00000165512	uc001jbw.4	NM_006963	P17026
HGNC:13023	Approved	ZNF23	zinc finger protein 23	ZNF359	KOX16|Zfp612|ZNF612	ENSG00000167377	uc002fah.4	NM_145911	P17027
HGNC:13032	Approved	ZNF24	zinc finger protein 24	ZNF191	ZSCAN3|Zfp191|KOX17	ENSG00000172466	uc002kys.3	NM_006965	P17028
HGNC:13043	Approved	ZNF25	zinc finger protein 25		KOX19|FLJ31890|Zfp9	ENSG00000175395	uc001ize.2	NM_145011|NM_006966	P17030
HGNC:13053	Approved	ZNF26	zinc finger protein 26		KOX20|FLJ20755	ENSG00000198393	uc001ull.3	NM_019591	P17031
HGNC:13073	Approved	ZNF28	zinc finger protein 28		KOX24|DKFZp781D0275	ENSG00000198538	uc002qad.4	NM_006969	P17035
HGNC:13080	Approved	ZNF29P	"zinc finger protein 29, pseudogene"	ZNF29	KOX26	ENSG00000108452		NG_007542	
HGNC:13090	Approved	ZNF30	zinc finger protein 30		KOX28|DKFZp686N19164|FLJ20562	ENSG00000168661	uc010edr.2	NM_194325	P17039
HGNC:51179	Approved	ZNF30-AS1	ZNF30 antisense RNA 1			ENSG00000270876		NR_110749	
HGNC:13095	Approved	ZNF32	zinc finger protein 32		KOX30	ENSG00000169740	uc001jbc.4	NM_006973	P17041
HGNC:23577	Approved	ZNF32-AS1	ZNF32 antisense RNA 1	ZNF32OS1	bA402L1.8	ENSG00000226245	uc031puq.1	NR_047557	
HGNC:23593	Approved	ZNF32-AS2	ZNF32 antisense RNA 2	ZNF32OS2	b402L1.7	ENSG00000230565	uc031pur.1	NR_047558	
HGNC:23583	Approved	ZNF32-AS3	ZNF32 antisense RNA 3	C10orf44	bA402L1.3	ENSG00000223910	uc001jba.3	NR_038867	
HGNC:13096	Approved	ZNF33A	zinc finger protein 33A	ZNF33|ZNF11A	KOX5|KOX31|KIAA0065|FLJ23404|ZZAPK	ENSG00000189180	uc001izh.4	NM_006974	Q06730
HGNC:13097	Approved	ZNF33B	zinc finger protein 33B	ZNF11B	KOX31|KOX2	ENSG00000196693	uc001jaf.1	NM_006955	Q06732
HGNC:44975	Approved	ZNF33BP1	zinc finger protein 33B pseudogene 1			ENSG00000225192		NR_051997	
HGNC:30957	Approved	ZNF33CP	"zinc finger protein 33C, pseudogene"	ZNF33AP1	BA393J16.4	ENSG00000235197		NG_002659	
HGNC:13098	Approved	ZNF34	zinc finger protein 34		KOX32	ENSG00000196378	uc003zdy.6	NM_030580	Q8IZ26
HGNC:13099	Approved	ZNF35	zinc finger protein 35		HF.10|HF10|Zfp105	ENSG00000169981	uc003cnq.4	NM_003420	P13682
HGNC:13100	Entry Withdrawn	ZNF35P	entry withdrawn						
HGNC:13102	Approved	ZNF37A	zinc finger protein 37A		KOX21|ZNF37	ENSG00000075407	uc001izl.4	NM_003421	P17032
HGNC:13103	Approved	ZNF37BP	"zinc finger protein 37B, pseudogene"	ZNF37B	KOX21|FLJ23327	ENSG00000234420		NR_026777	
HGNC:29445	Approved	ZNF37CP	"zinc finger protein 37C, pseudogene"	ZNF37C		ENSG00000151963		NG_002660	
HGNC:13107	Approved	ZNF41	zinc finger protein 41		MGC8941|MRX89	ENSG00000147124	uc004dhy.5	NM_153380	P51814
HGNC:13109	Approved	ZNF43	zinc finger protein 43	ZNF39L1	HTF6|KOX27	ENSG00000198521	uc002nqj.5	NM_003423	P17038
HGNC:13106	Entry Withdrawn	ZNF43L	entry withdrawn						
HGNC:13110	Approved	ZNF44	zinc finger protein 44	ZNF58|ZNF55	KOX7|ZNF504	ENSG00000197857	uc010dys.4	NM_016264	P15621
HGNC:13111	Approved	ZNF45	zinc finger protein 45	ZNF13		ENSG00000124459	uc002oxw.3	NM_003425	Q02386
HGNC:13114	Approved	ZNF48	zinc finger protein 48	ZNF553	DKFZp762K013|FLJ31751|MGC43952	ENSG00000180035	uc021tgi.2	NM_152652	Q96MX3
HGNC:13119	Entry Withdrawn	ZNF53A	entry withdrawn						
HGNC:13120	Entry Withdrawn	ZNF53B	entry withdrawn						
HGNC:13121	Entry Withdrawn	ZNF54A	entry withdrawn						
HGNC:13122	Entry Withdrawn	ZNF54B	entry withdrawn						
HGNC:13124	Approved	ZNF56	zinc finger protein 56	ZNF742				NG_023190	Q15929
HGNC:13125	Approved	ZNF57	zinc finger protein 57	ZNF424		ENSG00000171970	uc002lwr.3	NM_173480	Q68EA5
HGNC:13127	Entry Withdrawn	ZNF59	entry withdrawn						
HGNC:13132	Entry Withdrawn	ZNF63	entry withdrawn						
HGNC:13135	Approved	ZNF66	zinc finger protein 66	ZNF66P	FLJ16537	ENSG00000160229	uc060wfa.1	NG_023377	Q6ZN08
HGNC:13137	Entry Withdrawn	ZNF68	entry withdrawn						
HGNC:13138	Approved	ZNF69	zinc finger protein 69		Cos5	ENSG00000198429	uc060tvz.1	NM_021915	Q9UC07
HGNC:13140	Approved	ZNF70	zinc finger protein 70		Cos17|MGC48959	ENSG00000187792	uc002zxs.4	NM_021916	Q9UC06
HGNC:13846	Approved	ZNF70P1	zinc finger protein 70 pseudogene 1	ZNF314P	dJ1033B10.7|bCX269C15.3	ENSG00000225463		NG_025932	
HGNC:13141	Approved	ZNF71	zinc finger protein 71		Cos26|EZFIT	ENSG00000197951	uc002qnm.5	NM_021216	Q9NQZ8
HGNC:13142	Approved	ZNF72P	"zinc finger protein 72, pseudogene"	ZNF72	Cos8	ENSG00000184624			
HGNC:13143	Approved	ZNF73	zinc finger protein 73	ZNF186	hZNF2|Cos12				O43830
HGNC:13144	Approved	ZNF74	zinc finger protein 74		Cos52|Zfp520|ZNF520	ENSG00000185252	uc010gsm.5	NM_003426	Q16587
HGNC:13146	Approved	ZNF75A	zinc finger protein 75a		FLJ31529	ENSG00000162086	uc002cut.5	NM_153028	Q96N20
HGNC:13147	Approved	ZNF75BP	"zinc finger protein 75B, pseudogene"	ZNF75B		ENSG00000258212		NG_001214	
HGNC:13148	Approved	ZNF75CP	"zinc finger protein 75C, pseudogene"	ZNF75C				NG_008023	Q92670
HGNC:13145	Approved	ZNF75D	zinc finger protein 75D	ZNF82|ZNF75	ZKSCAN24|D8C6|ZSCAN28	ENSG00000186376	uc033evx.2	NM_007131	P51815
HGNC:13149	Approved	ZNF76	zinc finger protein 76	D6S229E	Zfp523|ZNF523	ENSG00000065029	uc003oki.2	NM_003427	P36508
HGNC:13150	Approved	ZNF77	zinc finger protein 77		pT1	ENSG00000175691	uc002lws.5	NM_021217	Q15935
HGNC:13152	Entry Withdrawn	ZNF78L2	entry withdrawn						
HGNC:13153	Approved	ZNF79	zinc finger protein 79		pT7	ENSG00000196152	uc004bqw.5	NM_007135	Q15937
HGNC:13155	Approved	ZNF80	zinc finger protein 80		pT17	ENSG00000174255	uc062mqj.1	NM_007136	P51504
HGNC:13156	Approved	ZNF81	zinc finger protein 81	MRX45	HFZ20	ENSG00000197779	uc064ywi.1	NM_007137	P51508
HGNC:13158	Approved	ZNF83	zinc finger protein 83	ZNF816B	FLJ11015|HPF1	ENSG00000167766	uc010epv.4	NM_018300	P51522
HGNC:13159	Approved	ZNF84	zinc finger protein 84		HPF2	ENSG00000198040	uc001ulm.5	NM_003428	P51523
HGNC:13160	Approved	ZNF85	zinc finger protein 85		HPF4|HTF1	ENSG00000105750	uc002npg.5	NM_003429	Q03923
HGNC:13161	Entry Withdrawn	ZNF86	entry withdrawn						
HGNC:13162	Entry Withdrawn	ZNF87	entry withdrawn						
HGNC:13163	Entry Withdrawn	ZNF88	entry withdrawn						
HGNC:13165	Approved	ZNF90	zinc finger protein 90		HTF9	ENSG00000213988	uc002nor.3	NM_007138	Q03938
HGNC:12888	Approved	ZNF90P1	zinc finger protein 90 pseudogene 1	ZNF108|ZNF108P		ENSG00000241738		NG_009580	
HGNC:21687	Approved	ZNF90P2	zinc finger protein 90 pseudogene 2	ZNF463P	dJ111M5.3	ENSG00000233366		NG_025795	
HGNC:39882	Approved	ZNF90P3	zinc finger protein 90 pseudogene 3			ENSG00000233782		NG_032367	
HGNC:13166	Approved	ZNF91	zinc finger protein 91		HPF7|HTF10	ENSG00000167232	uc002nre.4	NM_003430	Q05481
HGNC:13168	Approved	ZNF92	zinc finger protein 92		HPF12|TF12	ENSG00000146757	uc003ttz.5	NM_152626	Q03936
HGNC:39553	Approved	ZNF92P1Y	"zinc finger protein 92 pseudogene 1, Y-linked"			ENSG00000215603		NG_024760	
HGNC:39554	Approved	ZNF92P2	zinc finger protein 92 pseudogene 2			ENSG00000269505		NG_024170	
HGNC:39555	Approved	ZNF92P3	zinc finger protein 92 pseudogene 3			ENSG00000269421		NG_024255	
HGNC:13169	Approved	ZNF93	zinc finger protein 93	ZNF505	HPF34|TF34|FLJ12488	ENSG00000184635	uc002non.4	NM_031218	P35789
HGNC:13170	Entry Withdrawn	ZNF94	entry withdrawn						
HGNC:13171	Entry Withdrawn	ZNF95	entry withdrawn						
HGNC:13173	Entry Withdrawn	ZNF97	entry withdrawn						
HGNC:13174	Approved	ZNF98	zinc finger protein 98		ZNF739|F7175	ENSG00000197360	uc002nqt.3	NM_001098626	A6NK75
HGNC:13175	Approved	ZNF99	zinc finger protein 99	C19orf9	MGC24986	ENSG00000213973	uc060wjg.1	XM_065124	A8MXY4
HGNC:12880	Approved	ZNF100	zinc finger protein 100			ENSG00000197020	uc002nqi.4	NM_173531	Q8IYN0
HGNC:12881	Approved	ZNF101	zinc finger protein 101		HZF12|DKFZp570I0164	ENSG00000181896	uc060wcj.1	NM_033204	Q8IZC7
HGNC:44940	Approved	ZNF101P1	zinc finger protein 101 pseudogene 1			ENSG00000237746		NG_025421	
HGNC:44942	Approved	ZNF101P2	zinc finger protein 101 pseudogene 2			ENSG00000234473		NG_022749	
HGNC:12882	Entry Withdrawn	ZNF102	entry withdrawn						
HGNC:12883	Entry Withdrawn	ZNF103	entry withdrawn						
HGNC:12884	Entry Withdrawn	ZNF104	entry withdrawn						
HGNC:12885	Entry Withdrawn	ZNF105	entry withdrawn						
HGNC:12886	Approved	ZNF106	zinc finger protein 106	ZFP106	ZNF474|SH3BP3	ENSG00000103994	uc001zpw.5	NM_022473	Q9H2Y7
HGNC:12887	Approved	ZNF107	zinc finger protein 107	ZNF588	ZFD25|smap-7	ENSG00000196247	uc032zog.1	NM_016220	Q9UII5
HGNC:12889	Entry Withdrawn	ZNF109	entry withdrawn						
HGNC:12890	Entry Withdrawn	ZNF110	entry withdrawn						
HGNC:12891	Entry Withdrawn	ZNF111	entry withdrawn						
HGNC:12892	Approved	ZNF112	zinc finger protein 112	ZFP112|ZNF228		ENSG00000062370	uc002ozc.5	NM_013380	Q9UJU3
HGNC:12893	Entry Withdrawn	ZNF113	entry withdrawn						
HGNC:12894	Approved	ZNF114	zinc finger protein 114		MGC17986	ENSG00000178150	uc002pil.2	NM_153608	Q8NC26
HGNC:23771	Approved	ZNF114P1	zinc finger protein 114 pseudogene 1			ENSG00000234538		NG_023336	
HGNC:12896	Entry Withdrawn	ZNF116	entry withdrawn						
HGNC:12897	Approved	ZNF117	zinc finger protein 117		HPF9|H-plk	ENSG00000152926	uc003ttr.3	NM_024498	Q03924
HGNC:12898	Entry Withdrawn	ZNF118	entry withdrawn						
HGNC:12899	Entry Withdrawn	ZNF119	entry withdrawn						
HGNC:12903	Entry Withdrawn	ZNF120	entry withdrawn						
HGNC:12904	Approved	ZNF121	zinc finger protein 121	D19S204	ZHC32|ZNF20	ENSG00000197961	uc010dwt.3	NM_001008727	P58317
HGNC:12905	Entry Withdrawn	ZNF122	entry withdrawn						
HGNC:12906	Approved	ZNF123P	"zinc finger protein 123, pseudogene"	ZNF123	HZF-1	ENSG00000255259		NG_008436	
HGNC:12907	Approved	ZNF124	zinc finger protein 124		HZF16|HZF-16	ENSG00000196418	uc001ick.4	NM_003431	Q15973
HGNC:12908	Entry Withdrawn	ZNF125	entry withdrawn						
HGNC:12909	Entry Withdrawn	ZNF126	entry withdrawn						
HGNC:12911	Entry Withdrawn	ZNF128	entry withdrawn						
HGNC:12912	Entry Withdrawn	ZNF129	entry withdrawn						
HGNC:12914	Entry Withdrawn	ZNF130	entry withdrawn						
HGNC:12915	Approved	ZNF131	zinc finger protein 131		ZBTB35|pHZ-10	ENSG00000172262	uc063dij.1	NM_003432	P52739
HGNC:12916	Approved	ZNF132	zinc finger protein 132		pHZ-12	ENSG00000131849	uc002qst.4	NM_003433	P52740
HGNC:12917	Approved	ZNF133	zinc finger protein 133	ZNF150	pHZ-13|pHZ-66	ENSG00000125846	uc032pck.2	NM_003434	P52736
HGNC:12918	Approved	ZNF134	zinc finger protein 134		pHZ-15	ENSG00000213762	uc002qpn.3	NM_003435	P52741
HGNC:12919	Approved	ZNF135	zinc finger protein 135	ZNF61|ZNF78L1	pHZ-17	ENSG00000176293	uc002qrd.3	NM_003436	P52742
HGNC:12920	Approved	ZNF136	zinc finger protein 136		pHZ-20	ENSG00000196646	uc002mti.4	NM_003437	P52737
HGNC:12921	Approved	ZNF137P	"zinc finger protein 137, pseudogene"	ZNF137	pHZ-30	ENSG00000123870		NR_023311	P52743
HGNC:12922	Approved	ZNF138	zinc finger protein 138		pHZ-32	ENSG00000197008	uc003ttg.5	NM_006524	P52744
HGNC:12925	Approved	ZNF140	zinc finger protein 140		pHZ-39	ENSG00000196387	uc001ulo.4	NM_003440	P52738
HGNC:12926	Approved	ZNF141	zinc finger protein 141	D4S90	pHZ-44	ENSG00000131127	uc003gaa.3	NM_003441	Q15928
HGNC:12927	Approved	ZNF142	zinc finger protein 142		KIAA0236|pHZ-49	ENSG00000115568	uc061smv.1	NM_005081	P52746
HGNC:12928	Approved	ZNF143	zinc finger protein 143		SBF|pHZ-1|STAF	ENSG00000166478	uc001mhr.3	NM_003442	P52747
HGNC:12931	Approved	ZNF146	zinc finger protein 146		OZF	ENSG00000167635	uc010eeu.4	NM_007145	Q15072
HGNC:12933	Approved	ZNF148	zinc finger protein 148		BERF-1|ZBP-89|BFCOL1|HT-BETA|ZFP148|pHZ-52	ENSG00000163848	uc003ehx.5	NM_021964	Q9UQR1
HGNC:12934	Entry Withdrawn	ZNF149	entry withdrawn						
HGNC:12937	Entry Withdrawn	ZNF152	entry withdrawn						
HGNC:12938	Entry Withdrawn	ZNF153	entry withdrawn						
HGNC:12939	Approved	ZNF154	zinc finger protein 154		pHZ-92	ENSG00000179909	uc061dmm.1	NM_001085384	Q13106
HGNC:12940	Approved	ZNF155	zinc finger protein 155		pHZ-96	ENSG00000204920	uc031rlg.1	NM_003445	Q12901
HGNC:12941	Entry Withdrawn	ZNF156	entry withdrawn						
HGNC:12942	Approved	ZNF157	zinc finger protein 157		HZF22	ENSG00000147117	uc004dhr.2	NM_003446	P51786
HGNC:12943	Entry Withdrawn	ZNF158	entry withdrawn						
HGNC:12944	Entry Withdrawn	ZNF159	entry withdrawn						
HGNC:12948	Approved	ZNF160	zinc finger protein 160		HZF5|F11|KR18|HKr18|FLJ00032|KIAA1611	ENSG00000170949	uc010eqk.3	NM_033288	Q9HCG1
HGNC:12952	Entry Withdrawn	ZNF164	entry withdrawn						
HGNC:12953	Approved	ZNF165	zinc finger protein 165		ZSCAN7|CT53	ENSG00000197279	uc021yro.2	NM_003447	P49910
HGNC:12957	Approved	ZNF169	zinc finger protein 169		MGC51961	ENSG00000175787	uc004aum.2	NM_194320	Q14929
HGNC:12959	Entry Withdrawn	ZNF170	entry withdrawn						
HGNC:12960	Entry Withdrawn	ZNF171	entry withdrawn						
HGNC:12961	Entry Withdrawn	ZNF172	entry withdrawn						
HGNC:12963	Approved	ZNF174	zinc finger protein 174		ZSCAN8	ENSG00000103343	uc002cvc.5	NM_003450	Q15697
HGNC:12964	Approved	ZNF175	zinc finger protein 175		OTK18	ENSG00000105497	uc002pxb.4	NM_007147	Q9Y473
HGNC:12966	Approved	ZNF177	zinc finger protein 177			ENSG00000188629	uc002mlk.4	NM_003451	Q13360
HGNC:12970	Approved	ZNF180	zinc finger protein 180		HHZ168	ENSG00000167384	uc002ozf.6	NM_013256	Q9UJW8
HGNC:12971	Approved	ZNF181	zinc finger protein 181		HHZ181|MGC44316	ENSG00000197841	uc002nvu.4	NM_001029997	Q2M3W8
HGNC:13001	Approved	ZNF182	zinc finger protein 182	ZNF21	KOX14|HHZ150|Zfp182	ENSG00000147118	uc004dit.4	NM_006962	P17025
HGNC:12973	Entry Withdrawn	ZNF182L	entry withdrawn						
HGNC:12975	Approved	ZNF184	zinc finger protein 184			ENSG00000096654	uc003nji.4	NM_007149	Q99676
HGNC:12976	Approved	ZNF185	zinc finger protein 185 with LIM domain		SCELL	ENSG00000147394	uc010ntv.3	NM_007150	O15231
HGNC:13988	Entry Withdrawn	ZNF187P1	entry withdrawn						
HGNC:12979	Entry Withdrawn	ZNF188	entry withdrawn						
HGNC:12980	Approved	ZNF189	zinc finger protein 189			ENSG00000136870	uc004bbh.3	NM_003452	O75820
HGNC:18777	Approved	ZNF192P1	zinc finger protein 192 pseudogene 1	ZNF389	dJ265C24.4|ZNF389P	ENSG00000226314		NR_103448	
HGNC:42862	Approved	ZNF192P2	zinc finger protein 192 pseudogene 2			ENSG00000218016		NG_006136	
HGNC:12985	Entry Withdrawn	ZNF194	entry withdrawn						
HGNC:12986	Approved	ZNF195	zinc finger protein 195			ENSG00000005801	uc001lxs.4	NM_001130519	O14628
HGNC:12987	Entry Withdrawn	ZNF196	entry withdrawn						
HGNC:12988	Approved	ZNF197	zinc finger protein 197	ZNF166	P18|D3S1363E|ZKSCAN9|ZSCAN41	ENSG00000186448	uc003cnm.4	NM_006991	O14709
HGNC:40620	Approved	ZNF197-AS1	ZNF197 antisense RNA 1			ENSG00000233509	uc062ivj.1	NR_046658	
HGNC:12990	Entry Withdrawn	ZNF199	entry withdrawn						
HGNC:12993	Approved	ZNF200	zinc finger protein 200			ENSG00000010539	uc002cuk.2	NM_001145446	P98182
HGNC:12994	Approved	ZNF202	zinc finger protein 202		ZKSCAN10|ZSCAN42	ENSG00000166261	uc001pze.2	NM_003455	O95125
HGNC:12995	Approved	ZNF204P	"zinc finger protein 204, pseudogene"	ZNF204|ZNF315P	b24o18.1|ZNF184-Lp	ENSG00000204789		NR_002722	
HGNC:12996	Approved	ZNF205	zinc finger protein 205	ZNF210	Zfp13	ENSG00000122386	uc002cua.4	NM_003456	O95201
HGNC:28586	Approved	ZNF205-AS1	ZNF205 antisense RNA 1		MGC3771			NR_024166	
